chapter,question,mark,subject,source,usage_freq
1,What is Cryptography Techniques?,2,CNS,bank,-
1,What is Transposition Techniques?,2,CNS,bank,-
1,What is Rail-Fence Technique?,2,CNS,bank,-
1,What is The rail-fence technique is an example of transposition?,2,CNS,bank,-
1,What is It uses a simple algorithm?,2,CNS,bank,-
1,What is Simple Columnar Transposition Technique?,2,CNS,bank,-
1,What is Basic technique?,2,CNS,bank,-
1,What is Simple columnar transposition technique with multiple rounds?,2,CNS,bank,-
1,What is uses a?,2,CNS,bank,-
1,What is one-time pad?,2,CNS,bank,-
1,What is Let us apply the?,2,CNS,bank,-
1,What is cipher algorithm?,2,CNS,bank,-
1,What is to a plain-text message?,2,CNS,bank,-
1,What is How Are You?,2,CNS,bank,-
1,What is using a?,2,CNS,bank,-
1,What is to produce a?,2,CNS,bank,-
1,What is cipher-text message?,2,CNS,bank,-
1,What is as shown?,2,CNS,bank,-
1,What is Book Cipher/Running-Key Cipher?,2,CNS,bank,-
1,"What is The idea used in book cipher, also incorrectly called?",2,CNS,bank,-
1,What is running-key cipher?,2,CNS,bank,-
1,"What is is quite simple, and is similar in principle to the?",2,CNS,bank,-
1,What is Encryption and Decryption?,2,CNS,bank,-
1,What is Basic Terms?,2,CNS,bank,-
1,What is Every encryption and decryption process?,2,CNS,bank,-
1,What is has two aspects?,2,CNS,bank,-
1,What is and the?,2,CNS,bank,-
1,What is used for encryption and decryption?,2,CNS,bank,-
1,What is Symmetric And Asymmetric Key Cryptography?,2,CNS,bank,-
1,What is Symmetric Key Cryptography and the Problem of Key Distribution?,2,CNS,bank,-
1,What is Diffie-Hellman Key-Exchange/Agreement Algorithm?,2,CNS,bank,-
1,What is Asymmetric Key Operation?,2,CNS,bank,-
1,What is Whitefield Diffie?,2,CNS,bank,-
1,What is Martin Hellman?,2,CNS,bank,-
1,What is devised an amazing solution to the problem of?,2,CNS,bank,-
1,What is key agreement?,2,CNS,bank,-
1,What is key exchange?,2,CNS,bank,-
1,What is in 1976. This solution is called the?,2,CNS,bank,-
1,What is only for key agreement?,2,CNS,bank,-
1,What is not for encryption or decryption?,2,CNS,bank,-
1,Explain Cryptography Techniques in detail.,7,CNS,bank,-
1,Explain Transposition Techniques in detail.,7,CNS,bank,-
1,Explain Rail-Fence Technique in detail.,7,CNS,bank,-
1,Explain The rail-fence technique is an example of transposition in detail.,7,CNS,bank,-
1,Explain It uses a simple algorithm in detail.,7,CNS,bank,-
1,Explain Simple Columnar Transposition Technique in detail.,7,CNS,bank,-
1,Explain Basic technique in detail.,7,CNS,bank,-
1,Explain Simple columnar transposition technique with multiple rounds in detail.,7,CNS,bank,-
1,Explain uses a in detail.,7,CNS,bank,-
1,Explain one-time pad in detail.,7,CNS,bank,-
1,Explain Let us apply the in detail.,7,CNS,bank,-
1,Explain cipher algorithm in detail.,7,CNS,bank,-
1,Explain to a plain-text message in detail.,7,CNS,bank,-
1,Explain How Are You in detail.,7,CNS,bank,-
1,Explain using a in detail.,7,CNS,bank,-
1,Explain to produce a in detail.,7,CNS,bank,-
1,Explain cipher-text message in detail.,7,CNS,bank,-
1,Explain as shown in detail.,7,CNS,bank,-
1,Explain Book Cipher/Running-Key Cipher in detail.,7,CNS,bank,-
1,"Explain The idea used in book cipher, also incorrectly called in detail.",7,CNS,bank,-
1,Explain running-key cipher in detail.,7,CNS,bank,-
1,"Explain is quite simple, and is similar in principle to the in detail.",7,CNS,bank,-
1,Explain Encryption and Decryption in detail.,7,CNS,bank,-
1,Explain Basic Terms in detail.,7,CNS,bank,-
1,Explain Every encryption and decryption process in detail.,7,CNS,bank,-
1,Explain has two aspects in detail.,7,CNS,bank,-
1,Explain and the in detail.,7,CNS,bank,-
1,Explain used for encryption and decryption in detail.,7,CNS,bank,-
1,Explain Symmetric And Asymmetric Key Cryptography in detail.,7,CNS,bank,-
1,Explain Symmetric Key Cryptography and the Problem of Key Distribution in detail.,7,CNS,bank,-
1,Discuss Cryptography Techniques with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Transposition Techniques with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Rail-Fence Technique with suitable diagram and applications.,15,CNS,bank,-
1,Discuss The rail-fence technique is an example of transposition with suitable diagram and applications.,15,CNS,bank,-
1,Discuss It uses a simple algorithm with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Simple Columnar Transposition Technique with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Basic technique with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Simple columnar transposition technique with multiple rounds with suitable diagram and applications.,15,CNS,bank,-
1,Discuss uses a with suitable diagram and applications.,15,CNS,bank,-
1,Discuss one-time pad with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Let us apply the with suitable diagram and applications.,15,CNS,bank,-
1,Discuss cipher algorithm with suitable diagram and applications.,15,CNS,bank,-
1,Discuss to a plain-text message with suitable diagram and applications.,15,CNS,bank,-
1,Discuss How Are You with suitable diagram and applications.,15,CNS,bank,-
1,Discuss using a with suitable diagram and applications.,15,CNS,bank,-
1,Discuss to produce a with suitable diagram and applications.,15,CNS,bank,-
1,Discuss cipher-text message with suitable diagram and applications.,15,CNS,bank,-
1,Discuss as shown with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Book Cipher/Running-Key Cipher with suitable diagram and applications.,15,CNS,bank,-
1,"Discuss The idea used in book cipher, also incorrectly called with suitable diagram and applications.",15,CNS,bank,-
1,What is Security Approaches?,2,CNS,bank,-
1,What is Security Models?,2,CNS,bank,-
1,What is No Security?,2,CNS,bank,-
1,"What is In this simplest case, the approach could be a decision to implement?",2,CNS,bank,-
1,What is no security at all?,2,CNS,bank,-
1,What is Security through Obscurity?,2,CNS,bank,-
1,"What is In this model, a system is secure simply because?",2,CNS,bank,-
1,What is nobody knows about its existence and contents?,2,CNS,bank,-
1,What is This approach?,2,CNS,bank,-
1,What is cannot work for too long?,2,CNS,bank,-
1,What is Host Security?,2,CNS,bank,-
1,"What is In this scheme, the?",2,CNS,bank,-
1,What is security for each host is enforced individually?,2,CNS,bank,-
1,What is focus is to control network access?,2,CNS,bank,-
1,What is Security-Management Practices?,2,CNS,bank,-
1,What is Good security-management practices always talk of a?,2,CNS,bank,-
1,What is security policy being in place?,2,CNS,bank,-
1,What is Putting a security policy in place is actually quite tough. A?,2,CNS,bank,-
1,What is good security policy?,2,CNS,bank,-
1,What is and its proper implementation go a long way in?,2,CNS,bank,-
1,What is ensuring adequate?,2,CNS,bank,-
1,What is How much money and effort does this security implementation cost??,2,CNS,bank,-
1,What is What is the mechanism of providing security??,2,CNS,bank,-
1,What is Cultural Issues?,2,CNS,bank,-
1,"What is Does the policy complement the people’s expectations, working style and beliefs??",2,CNS,bank,-
1,What is Does the policy meet the legal requirements??,2,CNS,bank,-
1,What is a) Explanation of the policy to all concerned?,2,CNS,bank,-
1,What is b) Outline everybody’s responsibilities?,2,CNS,bank,-
1,What is c) Use simple language in all communications?,2,CNS,bank,-
1,What is d) Accountability should be established?,2,CNS,bank,-
1,What is e) Provide for exceptions and periodic reviews?,2,CNS,bank,-
1,What is Principles Of Security?,2,CNS,bank,-
1,What is Access Control?,2,CNS,bank,-
1,What is An example?,2,CNS,bank,-
1,What is A real-life example of this could be the case of a?,2,CNS,bank,-
1,"What is user C, posing as user A?",2,CNS,bank,-
1,What is sending a funds transfer request?,2,CNS,bank,-
1,What is from A’s account to C’s account?,2,CNS,bank,-
1,Explain Security Approaches in detail.,7,CNS,bank,-
1,Explain Security Models in detail.,7,CNS,bank,-
1,Explain No Security in detail.,7,CNS,bank,-
1,"Explain In this simplest case, the approach could be a decision to implement in detail.",7,CNS,bank,-
1,Explain no security at all in detail.,7,CNS,bank,-
1,Explain Security through Obscurity in detail.,7,CNS,bank,-
1,"Explain In this model, a system is secure simply because in detail.",7,CNS,bank,-
1,Explain nobody knows about its existence and contents in detail.,7,CNS,bank,-
1,Explain This approach in detail.,7,CNS,bank,-
1,Explain cannot work for too long in detail.,7,CNS,bank,-
1,Explain Host Security in detail.,7,CNS,bank,-
1,"Explain In this scheme, the in detail.",7,CNS,bank,-
1,Explain security for each host is enforced individually in detail.,7,CNS,bank,-
1,Explain focus is to control network access in detail.,7,CNS,bank,-
1,Explain Security-Management Practices in detail.,7,CNS,bank,-
1,Explain Good security-management practices always talk of a in detail.,7,CNS,bank,-
1,Explain security policy being in place in detail.,7,CNS,bank,-
1,Explain Putting a security policy in place is actually quite tough. A in detail.,7,CNS,bank,-
1,Explain good security policy in detail.,7,CNS,bank,-
1,Explain and its proper implementation go a long way in in detail.,7,CNS,bank,-
1,Explain ensuring adequate in detail.,7,CNS,bank,-
1,Explain How much money and effort does this security implementation cost? in detail.,7,CNS,bank,-
1,Explain What is the mechanism of providing security? in detail.,7,CNS,bank,-
1,Explain Cultural Issues in detail.,7,CNS,bank,-
1,"Explain Does the policy complement the people’s expectations, working style and beliefs? in detail.",7,CNS,bank,-
1,Explain Does the policy meet the legal requirements? in detail.,7,CNS,bank,-
1,Explain a) Explanation of the policy to all concerned in detail.,7,CNS,bank,-
1,Explain b) Outline everybody’s responsibilities in detail.,7,CNS,bank,-
1,Explain c) Use simple language in all communications in detail.,7,CNS,bank,-
1,Discuss Security Approaches with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Security Models with suitable diagram and applications.,15,CNS,bank,-
1,Discuss No Security with suitable diagram and applications.,15,CNS,bank,-
1,"Discuss In this simplest case, the approach could be a decision to implement with suitable diagram and applications.",15,CNS,bank,-
1,Discuss no security at all with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Security through Obscurity with suitable diagram and applications.,15,CNS,bank,-
1,"Discuss In this model, a system is secure simply because with suitable diagram and applications.",15,CNS,bank,-
1,Discuss nobody knows about its existence and contents with suitable diagram and applications.,15,CNS,bank,-
1,Discuss This approach with suitable diagram and applications.,15,CNS,bank,-
1,Discuss cannot work for too long with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Host Security with suitable diagram and applications.,15,CNS,bank,-
1,"Discuss In this scheme, the with suitable diagram and applications.",15,CNS,bank,-
1,Discuss security for each host is enforced individually with suitable diagram and applications.,15,CNS,bank,-
1,Discuss focus is to control network access with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Security-Management Practices with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Good security-management practices always talk of a with suitable diagram and applications.,15,CNS,bank,-
1,Discuss security policy being in place with suitable diagram and applications.,15,CNS,bank,-
1,Discuss Putting a security policy in place is actually quite tough. A with suitable diagram and applications.,15,CNS,bank,-
1,Discuss good security policy with suitable diagram and applications.,15,CNS,bank,-
3,What is Cryptography Techniques?,2,CNS,bank,-
3,What is Transposition Techniques?,2,CNS,bank,-
3,What is Rail-Fence Technique?,2,CNS,bank,-
3,What is The rail-fence technique is an example of transposition?,2,CNS,bank,-
3,What is It uses a simple algorithm?,2,CNS,bank,-
3,What is Simple Columnar Transposition Technique?,2,CNS,bank,-
3,What is Basic technique?,2,CNS,bank,-
3,What is Simple columnar transposition technique with multiple rounds?,2,CNS,bank,-
3,What is uses a?,2,CNS,bank,-
3,What is one-time pad?,2,CNS,bank,-
3,What is Let us apply the?,2,CNS,bank,-
3,What is cipher algorithm?,2,CNS,bank,-
3,What is to a plain-text message?,2,CNS,bank,-
3,What is How Are You?,2,CNS,bank,-
3,What is using a?,2,CNS,bank,-
3,What is to produce a?,2,CNS,bank,-
3,What is cipher-text message?,2,CNS,bank,-
3,What is as shown?,2,CNS,bank,-
3,What is Book Cipher/Running-Key Cipher?,2,CNS,bank,-
3,"What is The idea used in book cipher, also incorrectly called?",2,CNS,bank,-
3,What is running-key cipher?,2,CNS,bank,-
3,"What is is quite simple, and is similar in principle to the?",2,CNS,bank,-
3,What is Encryption and Decryption?,2,CNS,bank,-
3,What is Basic Terms?,2,CNS,bank,-
3,What is Every encryption and decryption process?,2,CNS,bank,-
3,What is has two aspects?,2,CNS,bank,-
3,What is and the?,2,CNS,bank,-
3,What is used for encryption and decryption?,2,CNS,bank,-
3,What is Symmetric And Asymmetric Key Cryptography?,2,CNS,bank,-
3,What is Symmetric Key Cryptography and the Problem of Key Distribution?,2,CNS,bank,-
3,What is Diffie-Hellman Key-Exchange/Agreement Algorithm?,2,CNS,bank,-
3,What is Asymmetric Key Operation?,2,CNS,bank,-
3,What is Whitefield Diffie?,2,CNS,bank,-
3,What is Martin Hellman?,2,CNS,bank,-
3,What is devised an amazing solution to the problem of?,2,CNS,bank,-
3,What is key agreement?,2,CNS,bank,-
3,What is key exchange?,2,CNS,bank,-
3,What is in 1976. This solution is called the?,2,CNS,bank,-
3,What is only for key agreement?,2,CNS,bank,-
3,What is not for encryption or decryption?,2,CNS,bank,-
3,Explain Cryptography Techniques in detail.,7,CNS,bank,-
3,Explain Transposition Techniques in detail.,7,CNS,bank,-
3,Explain Rail-Fence Technique in detail.,7,CNS,bank,-
3,Explain The rail-fence technique is an example of transposition in detail.,7,CNS,bank,-
3,Explain It uses a simple algorithm in detail.,7,CNS,bank,-
3,Explain Simple Columnar Transposition Technique in detail.,7,CNS,bank,-
3,Explain Basic technique in detail.,7,CNS,bank,-
3,Explain Simple columnar transposition technique with multiple rounds in detail.,7,CNS,bank,-
3,Explain uses a in detail.,7,CNS,bank,-
3,Explain one-time pad in detail.,7,CNS,bank,-
3,Explain Let us apply the in detail.,7,CNS,bank,-
3,Explain cipher algorithm in detail.,7,CNS,bank,-
3,Explain to a plain-text message in detail.,7,CNS,bank,-
3,Explain How Are You in detail.,7,CNS,bank,-
3,Explain using a in detail.,7,CNS,bank,-
3,Explain to produce a in detail.,7,CNS,bank,-
3,Explain cipher-text message in detail.,7,CNS,bank,-
3,Explain as shown in detail.,7,CNS,bank,-
3,Explain Book Cipher/Running-Key Cipher in detail.,7,CNS,bank,-
3,"Explain The idea used in book cipher, also incorrectly called in detail.",7,CNS,bank,-
3,Explain running-key cipher in detail.,7,CNS,bank,-
3,"Explain is quite simple, and is similar in principle to the in detail.",7,CNS,bank,-
3,Explain Encryption and Decryption in detail.,7,CNS,bank,-
3,Explain Basic Terms in detail.,7,CNS,bank,-
3,Explain Every encryption and decryption process in detail.,7,CNS,bank,-
3,Explain has two aspects in detail.,7,CNS,bank,-
3,Explain and the in detail.,7,CNS,bank,-
3,Explain used for encryption and decryption in detail.,7,CNS,bank,-
3,Explain Symmetric And Asymmetric Key Cryptography in detail.,7,CNS,bank,-
3,Explain Symmetric Key Cryptography and the Problem of Key Distribution in detail.,7,CNS,bank,-
3,Discuss Cryptography Techniques with suitable diagram and applications.,15,CNS,bank,-
3,Discuss Transposition Techniques with suitable diagram and applications.,15,CNS,bank,-
3,Discuss Rail-Fence Technique with suitable diagram and applications.,15,CNS,bank,-
3,Discuss The rail-fence technique is an example of transposition with suitable diagram and applications.,15,CNS,bank,-
3,Discuss It uses a simple algorithm with suitable diagram and applications.,15,CNS,bank,-
3,Discuss Simple Columnar Transposition Technique with suitable diagram and applications.,15,CNS,bank,-
3,Discuss Basic technique with suitable diagram and applications.,15,CNS,bank,-
3,Discuss Simple columnar transposition technique with multiple rounds with suitable diagram and applications.,15,CNS,bank,-
3,Discuss uses a with suitable diagram and applications.,15,CNS,bank,-
3,Discuss one-time pad with suitable diagram and applications.,15,CNS,bank,-
3,Discuss Let us apply the with suitable diagram and applications.,15,CNS,bank,-
3,Discuss cipher algorithm with suitable diagram and applications.,15,CNS,bank,-
3,Discuss to a plain-text message with suitable diagram and applications.,15,CNS,bank,-
3,Discuss How Are You with suitable diagram and applications.,15,CNS,bank,-
3,Discuss using a with suitable diagram and applications.,15,CNS,bank,-
3,Discuss to produce a with suitable diagram and applications.,15,CNS,bank,-
3,Discuss cipher-text message with suitable diagram and applications.,15,CNS,bank,-
3,Discuss as shown with suitable diagram and applications.,15,CNS,bank,-
3,Discuss Book Cipher/Running-Key Cipher with suitable diagram and applications.,15,CNS,bank,-
3,"Discuss The idea used in book cipher, also incorrectly called with suitable diagram and applications.",15,CNS,bank,-
2,What is Network Security?,2,CNS,bank,-
2,What is Packet Filters?,2,CNS,bank,-
2,What is decides to either forward or discard the packet?,2,CNS,bank,-
2,What is It is also called as?,2,CNS,bank,-
2,What is screening router?,2,CNS,bank,-
2,What is screening filter?,2,CNS,bank,-
2,What is Such a?,2,CNS,bank,-
2,What is firewall implementation?,2,CNS,bank,-
2,What is from the local network to the outside world and vice versa)?,2,CNS,bank,-
2,What is A packet filter performs the following functions?,2,CNS,bank,-
2,What is Receive each packet as it arrives?,2,CNS,bank,-
2,What is For example?,2,CNS,bank,-
2,What is The rules specified in the packet filter work as follows?,2,CNS,bank,-
2,What is a) Incoming packets from network?,2,CNS,bank,-
2,What is are not allowed. They are blocked as a security precaution?,2,CNS,bank,-
2,What is are blocked?,2,CNS,bank,-
2,What is c) Incoming packets intended for a specific internal host?,2,CNS,bank,-
2,What is d) Outgoing packets intended for port?,2,CNS,bank,-
2,What is IP Address Spoofing?,2,CNS,bank,-
2,What is Source Routing Attacks?,2,CNS,bank,-
2,What is Tiny Fragment Attacks?,2,CNS,bank,-
2,What is a) IP Address Spoofing?,2,CNS,bank,-
2,What is b) Source Routing Attacks?,2,CNS,bank,-
2,What is c) Tiny Fragment Attacks?,2,CNS,bank,-
2,What is IP packets pass through a variety of physical networks?,2,CNS,bank,-
2,What is Application Gateways?,2,CNS,bank,-
2,What is An application gateway is also called a?,2,CNS,bank,-
2,What is proxy server?,2,CNS,bank,-
2,What is Application gateways typically work as follows?,2,CNS,bank,-
2,What is set up a connection for actual communication?,2,CNS,bank,-
2,What is user id?,2,CNS,bank,-
2,What is the password?,2,CNS,bank,-
2,What is required to access the services of the application gateway?,2,CNS,bank,-
2,What is The user provides this information to the application gateway?,2,CNS,bank,-
2,"What is that there is a variation of the application gateway, called as?",2,CNS,bank,-
2,What is circuit gateway?,2,CNS,bank,-
2,What is creates a new connection between itself and the remote host?,2,CNS,bank,-
2,What is Basic Concepts?,2,CNS,bank,-
2,What is TCP/IP) protocol suite?,2,CNS,bank,-
2,What is The TCP/IP protocol suite contains?,2,CNS,bank,-
2,Explain Network Security in detail.,7,CNS,bank,-
2,Explain Packet Filters in detail.,7,CNS,bank,-
2,Explain decides to either forward or discard the packet in detail.,7,CNS,bank,-
2,Explain It is also called as in detail.,7,CNS,bank,-
2,Explain screening router in detail.,7,CNS,bank,-
2,Explain screening filter in detail.,7,CNS,bank,-
2,Explain Such a in detail.,7,CNS,bank,-
2,Explain firewall implementation in detail.,7,CNS,bank,-
2,Explain from the local network to the outside world and vice versa) in detail.,7,CNS,bank,-
2,Explain A packet filter performs the following functions in detail.,7,CNS,bank,-
2,Explain Receive each packet as it arrives in detail.,7,CNS,bank,-
2,Explain For example in detail.,7,CNS,bank,-
2,Explain The rules specified in the packet filter work as follows in detail.,7,CNS,bank,-
2,Explain a) Incoming packets from network in detail.,7,CNS,bank,-
2,Explain are not allowed. They are blocked as a security precaution in detail.,7,CNS,bank,-
2,Explain are blocked in detail.,7,CNS,bank,-
2,Explain c) Incoming packets intended for a specific internal host in detail.,7,CNS,bank,-
2,Explain d) Outgoing packets intended for port in detail.,7,CNS,bank,-
2,Explain IP Address Spoofing in detail.,7,CNS,bank,-
2,Explain Source Routing Attacks in detail.,7,CNS,bank,-
2,Explain Tiny Fragment Attacks in detail.,7,CNS,bank,-
2,Explain a) IP Address Spoofing in detail.,7,CNS,bank,-
2,Explain b) Source Routing Attacks in detail.,7,CNS,bank,-
2,Explain c) Tiny Fragment Attacks in detail.,7,CNS,bank,-
2,Explain IP packets pass through a variety of physical networks in detail.,7,CNS,bank,-
2,Explain Application Gateways in detail.,7,CNS,bank,-
2,Explain An application gateway is also called a in detail.,7,CNS,bank,-
2,Explain proxy server in detail.,7,CNS,bank,-
2,Explain Application gateways typically work as follows in detail.,7,CNS,bank,-
2,Explain set up a connection for actual communication in detail.,7,CNS,bank,-
2,Discuss Network Security with suitable diagram and applications.,15,CNS,bank,-
2,Discuss Packet Filters with suitable diagram and applications.,15,CNS,bank,-
2,Discuss decides to either forward or discard the packet with suitable diagram and applications.,15,CNS,bank,-
2,Discuss It is also called as with suitable diagram and applications.,15,CNS,bank,-
2,Discuss screening router with suitable diagram and applications.,15,CNS,bank,-
2,Discuss screening filter with suitable diagram and applications.,15,CNS,bank,-
2,Discuss Such a with suitable diagram and applications.,15,CNS,bank,-
2,Discuss firewall implementation with suitable diagram and applications.,15,CNS,bank,-
2,Discuss from the local network to the outside world and vice versa) with suitable diagram and applications.,15,CNS,bank,-
2,Discuss A packet filter performs the following functions with suitable diagram and applications.,15,CNS,bank,-
2,Discuss Receive each packet as it arrives with suitable diagram and applications.,15,CNS,bank,-
2,Discuss For example with suitable diagram and applications.,15,CNS,bank,-
2,Discuss The rules specified in the packet filter work as follows with suitable diagram and applications.,15,CNS,bank,-
2,Discuss a) Incoming packets from network with suitable diagram and applications.,15,CNS,bank,-
2,Discuss are not allowed. They are blocked as a security precaution with suitable diagram and applications.,15,CNS,bank,-
2,Discuss are blocked with suitable diagram and applications.,15,CNS,bank,-
2,Discuss c) Incoming packets intended for a specific internal host with suitable diagram and applications.,15,CNS,bank,-
2,Discuss d) Outgoing packets intended for port with suitable diagram and applications.,15,CNS,bank,-
2,Discuss IP Address Spoofing with suitable diagram and applications.,15,CNS,bank,-
2,Discuss Source Routing Attacks with suitable diagram and applications.,15,CNS,bank,-
1,State the main components involved in a data communication system.,2,CNCC,bank,-
1,Mention the essential characteristics of a data communication system.,2,CNCC,bank,-
1,What is meant by the OSI reference model?,2,CNCC,bank,-
1,State the concept of computer networking.,2,CNCC,bank,-
1,List the various multiplexing techniques.,2,CNCC,bank,-
1,Distinguish between half-duplex and full-duplex transmission.,2,CNCC,bank,-
1,Mention any two examples of guided transmission media.,2,CNCC,bank,-
1,Compare point-to-point and multipoint communication.,2,CNCC,bank,-
1,List any two types of computer networks.,2,CNCC,bank,-
1,State the meaning of radio waves in wireless communication.,2,CNCC,bank,-
1,Distinguish between LAN and WAN.,2,CNCC,bank,-
1,Name any two types of transmission media.,2,CNCC,bank,-
1,State the importance of circuit switching in networking.,2,CNCC,bank,-
1,What is meant by network topology?,2,CNCC,bank,-
1,List the seven layers of the OSI model.,2,CNCC,bank,-
1,Discuss the different multiplexing techniques with suitable explanation.,7,CNCC,bank,-
1,Write a brief note on components and characteristics of data communication.,7,CNCC,bank,-
1,Describe various network topologies with suitable diagrams.,7,CNCC,bank,-
1,Examine guided and unguided transmission media in detail.,15,CNCC,bank,-
1,Describe guided transmission media and their applications.,7,CNCC,bank,-
1,Discuss unguided transmission media along with their advantages.,7,CNCC,bank,-
1,Explain the OSI model and functions of its seven layers.,15,CNCC,bank,-
1,Differentiate between packet switching and circuit switching.,7,CNCC,bank,-
2,State the concept of error detection and correction.,2,CNCC,bank,-
2,What is meant by cyclic redundancy check (CRC)?,2,CNCC,bank,-
2,List any two error detection techniques.,2,CNCC,bank,-
2,State the meaning of hamming distance.,2,CNCC,bank,-
2,Mention the different operating modes of HDLC.,2,CNCC,bank,-
2,Explain how hamming distance is calculated with an example.,2,CNCC,bank,-
2,List the classes of IPv4 addresses along with their ranges.,2,CNCC,bank,-
2,State the purpose of High-Level Data Link Control (HDLC).,2,CNCC,bank,-
2,What is meant by Point-to-Point Protocol (PPP)?,2,CNCC,bank,-
2,State the differences between HDLC and PPP.,2,CNCC,bank,-
2,Mention any two advantages of DHCP.,2,CNCC,bank,-
2,Discuss character-oriented and bit-oriented framing techniques.,7,CNCC,bank,-
2,Compare connection-oriented and connectionless protocols.,7,CNCC,bank,-
2,Analyze the structure and types of HDLC frames.,15,CNCC,bank,-
2,Discuss cyclic redundancy check with a suitable example.,15,CNCC,bank,-
2,Solve IPv4 address calculations using binary and decimal notation.,7,CNCC,bank,-
2,Describe DLC services including framing and protocol types.,7,CNCC,bank,-
2,Examine cyclic codes and CRC operation at sender and receiver.,15,CNCC,bank,-
3,State the primary responsibility of the Transport Layer.,2,CNCC,bank,-
3,What is meant by a socket?,2,CNCC,bank,-
3,State the concept of Stop-and-Wait protocol.,2,CNCC,bank,-
3,State the purpose of Domain Name System (DNS).,2,CNCC,bank,-
3,What is the function of FTP?,2,CNCC,bank,-
3,Name any two Transport Layer protocols.,2,CNCC,bank,-
3,State the major limitation of Stop-and-Wait protocol.,2,CNCC,bank,-
3,State the purpose of UDP.,2,CNCC,bank,-
3,What is meant by World Wide Web (WWW)?,2,CNCC,bank,-
3,State the role of HTTP.,2,CNCC,bank,-
3,Mention the major components of an e-mail system.,2,CNCC,bank,-
3,Name the two operating modes of FTP.,2,CNCC,bank,-
3,Describe Stop-and-Wait protocol with diagrams and FSM.,15,CNCC,bank,-
3,Discuss the services provided by TCP in detail.,15,CNCC,bank,-
3,Describe the Simple protocol using diagrams and FSM.,15,CNCC,bank,-
3,Explain the client-server computing model with an example.,7,CNCC,bank,-
3,Describe the working and importance of FTP.,7,CNCC,bank,-
3,Explain the structure and operation of an e-mail system.,7,CNCC,bank,-
3,Discuss the services offered by UDP.,7,CNCC,bank,-
3,Explain the working of Selective Repeat protocol.,7,CNCC,bank,-
4,Mention any two benefits of cloud computing.,2,CNCC,bank,-
4,State the meaning of cloud computing.,2,CNCC,bank,-
4,What is meant by grid computing?,2,CNCC,bank,-
4,State the concept of virtualization.,2,CNCC,bank,-
4,What is meant by a distributed system?,2,CNCC,bank,-
4,State the concept of utility-oriented computing.,2,CNCC,bank,-
4,State the meaning of service-oriented computing.,2,CNCC,bank,-
4,Name any two virtualization techniques used in cloud.,2,CNCC,bank,-
4,State the role of Web 2.0 in cloud computing.,2,CNCC,bank,-
4,Discuss the characteristics and benefits of cloud computing.,7,CNCC,bank,-
4,Analyze the major challenges faced in cloud computing.,7,CNCC,bank,-
4,Discuss the contribution of Web 2.0 to cloud evolution.,7,CNCC,bank,-
4,Examine service-oriented computing in detail.,7,CNCC,bank,-
4,Discuss utility-oriented computing and its applications.,7,CNCC,bank,-
4,Explain various cloud platforms and technologies.,15,CNCC,bank,-
4,Describe virtualization and distributed systems in cloud.,15,CNCC,bank,-
5,State the application sectors of community cloud.,2,CNCC,bank,-
5,What is meant by hardware as a service?,2,CNCC,bank,-
5,Mention key benefits of cloud computing.,2,CNCC,bank,-
5,State the concept of pay-as-you-go pricing model.,2,CNCC,bank,-
5,What is meant by cloud service deployment?,2,CNCC,bank,-
5,State the major challenge in cloud security.,2,CNCC,bank,-
5,List the open challenges in cloud computing.,2,CNCC,bank,-
5,Describe cloud reference architecture and its components.,15,CNCC,bank,-
5,Explain different types of cloud deployment models.,15,CNCC,bank,-
5,Write a short note on economic aspects of cloud computing.,7,CNCC,bank,-
5,Discuss major open challenges in cloud computing.,7,CNCC,bank,-
1,What is Network Security?,2,CNCC,bank,-
1,What is Packet Filters?,2,CNCC,bank,-
1,What is decides to either forward or discard the packet?,2,CNCC,bank,-
1,What is It is also called as?,2,CNCC,bank,-
1,What is screening router?,2,CNCC,bank,-
1,What is screening filter?,2,CNCC,bank,-
1,What is Such a?,2,CNCC,bank,-
1,What is firewall implementation?,2,CNCC,bank,-
1,What is from the local network to the outside world and vice versa)?,2,CNCC,bank,-
1,What is A packet filter performs the following functions?,2,CNCC,bank,-
1,What is Receive each packet as it arrives?,2,CNCC,bank,-
1,What is For example?,2,CNCC,bank,-
1,What is The rules specified in the packet filter work as follows?,2,CNCC,bank,-
1,What is a) Incoming packets from network?,2,CNCC,bank,-
1,What is are not allowed. They are blocked as a security precaution?,2,CNCC,bank,-
1,What is are blocked?,2,CNCC,bank,-
1,What is c) Incoming packets intended for a specific internal host?,2,CNCC,bank,-
1,What is d) Outgoing packets intended for port?,2,CNCC,bank,-
1,What is IP Address Spoofing?,2,CNCC,bank,-
